query_id,query,expected_variable,expected_temporal_resolution,expected_start_year,expected_end_year,expected_mip,expected_experiment,predicted_variable,predicted_temporal_resolution,predicted_start_year,predicted_end_year,predicted_mip,predicted_experiment,variable_match,temporal_resolution_match,start_year_match,end_year_match,mip_match,experiment_match,success,error
44,You just indicated the average yearly number of days when the surface air temperature will go beyond 98°F. What about 102°F?,tasmax,day,2050,2070,ScenarioMIP,,ta,mon,1850,1900,ScenarioMIP,,False,False,False,False,True,True,True,
43,You just provided the average annual number of days per year when the surface air temperature will surpass 98°F. What about 102°F?,tasmax,day,2050,2070,ScenarioMIP,,tos,day,7901,2014,ScenarioMIP,,False,True,False,False,True,True,True,
42,You just showed me average annual number of days per year that surface air temperature will exceed 98°F. What about 102°F?,tasmax,day,2050,2070,ScenarioMIP,,ta,mon,1850,1900,ScenarioMIP,,False,False,False,False,True,True,True,
45,You just presented the average annual count of days per year with surface air temperatures exceeding 98°F. What about 102°F?,tasmax,day,2050,2070,ScenarioMIP,,ta,day,7901,2014,,,False,True,False,False,False,True,True,
46,You just displayed the average number of days per year that the surface air temperature will be over 98°F. What about 102°F?,tasmax,day,2050,2070,ScenarioMIP,,tas,day,7901,2014,ScenarioMIP,,False,True,False,False,True,True,True,
47,You just showed the average annual number of days when the surface air temperature will exceed 98°F. What about 102°F?,tasmax,day,2050,2070,ScenarioMIP,,ta,mon,1850,1900,ScenarioMIP,,False,False,False,False,True,True,True,
49,Determine the global average annual number of days with rainfall exceeding 1mm for the years 1980-2014 in an uncoupled simulation.,pr,day,1980,2014,CMIP,amip,pr,mon,1980,2014,CMIP,amip,True,False,True,True,True,True,True,
48,Get the average annual number of days rainfall exceeds 1mm globally in years 1980-2014 in an uncoupled run,pr,day,1980,2014,CMIP,amip,pr,mon,1980,2014,CMIP,amip,True,False,True,True,True,True,True,
50,Calculate the average yearly number of days with more than 1mm of rainfall worldwide from 1980 to 2014 in an uncoupled run.,pr,day,1980,2014,CMIP,amip,pr,mon,1980,2014,CMIP,amip,True,False,True,True,True,True,True,
51,Find the average annual count of days with rainfall over 1mm globally for the period 1980-2014 in an uncoupled model.,pr,day,1980,2014,CMIP,amip,pr,mon,1980,2014,CMIP,amip,True,False,True,True,True,True,True,
52,Obtain the global average number of days per year with rainfall surpassing 1mm from 1980 to 2014 in an uncoupled run.,pr,day,1980,2014,CMIP,amip,pr,day,1980,2014,CMIP,amip,True,True,True,True,True,True,True,
53,Ascertain the average annual number of days with rainfall above 1mm worldwide for the years 1980-2014 in an uncoupled simulation.,pr,day,1980,2014,CMIP,amip,pr,mon,1980,2014,CMIP,amip,True,False,True,True,True,True,True,
55,"In the future, show me all the appropriate locations where wheat can be cultivated.","clt, pr, etc",,2015,,ScenarioMIP,,pr,mon,1960,1970,ScenarioMIP,,False,False,False,False,True,True,True,
56,"In the future, display all the viable areas for wheat cultivation.","clt, pr, etc",,2015,,ScenarioMIP,,pr,,1960,1970,ScenarioMIP,ssp126,False,True,False,False,True,False,True,
58,"In the future, indicate all the favorable regions for growing wheat.","clt, pr, etc",,2015,,ScenarioMIP,,pr,mon,2025,2100,ScenarioMIP,ssp126,False,False,False,False,True,False,True,
59,"In the future, reveal all the suitable spots for wheat farming.","clt, pr, etc",,2015,,ScenarioMIP,,pr,mon,1960,1970,ScenarioMIP,,False,False,False,False,True,True,True,
60,Show me a future simulation where there is a drought simultaneously in northeastern china and in southeastern US,"pr, tas, etc",mon,2015,,ScenarioMIP,,pr,day,1960,1970,ScenarioMIP,ssp585,False,False,False,False,True,False,True,
61,Present a future scenario where a drought occurs at the same time in northeastern China and southeastern US.,"pr, tas, etc",mon,2015,,ScenarioMIP,,pr,,2025,2100,ScenarioMIP,ssp370,False,False,False,False,True,False,True,
54,"Show me in the future, all the suitable places that wheat could grow","clt, pr, etc",,2015,,ScenarioMIP,,pr,mon,1960,1970,ScenarioMIP,ssp126,False,False,False,False,True,False,True,
62,Display a future model depicting a simultaneous drought in northeastern China and southeastern US.,"pr, tas, etc",mon,2015,,ScenarioMIP,,pr,mon,1960,1970,ScenarioMIP,ssp370,False,True,False,False,True,False,True,
63,Illustrate a future situation with concurrent droughts in northeastern China and southeastern US.,"pr, tas, etc",mon,2015,,ScenarioMIP,,pr,mon,2025,2100,ScenarioMIP,ssp370,False,True,False,False,True,False,True,
64,Provide a future projection showing a drought happening simultaneously in northeastern China and southeastern US.,"pr, tas, etc",mon,2015,,ScenarioMIP,,pr,mon,2025,2100,ScenarioMIP,ssp370,False,True,False,False,True,False,True,
66,Tell me the average SPEI under SSP585 scenario 2080-2100,"tas, pr",mon,2080,2100,ScenarioMIP,ssp585,psl,mon,2080,2100,ScenarioMIP,ssp585,False,True,True,True,True,True,True,
65,Demonstrate a future simulation of a drought occurring at the same time in northeastern China and southeastern US.,"pr, tas, etc",mon,2015,,ScenarioMIP,,pr,mon,1960,1970,ScenarioMIP,ssp585,False,True,False,False,True,False,True,
67,What is the average SPEI for the SSP585 scenario between 2080 and 2100?,"tas, pr",mon,2080,2100,ScenarioMIP,ssp585,,mon,2080,2100,ScenarioMIP,ssp585,False,True,True,True,True,True,False,
68,Can you provide the average SPEI under the SSP585 scenario from 2080 to 2100?,"tas, pr",mon,2080,2100,ScenarioMIP,ssp585,,mon,2080,2100,ScenarioMIP,ssp585,False,True,True,True,True,True,False,
69,Please give me the average SPEI for the period 2080-2100 under the SSP585 scenario.,"tas, pr",mon,2080,2100,ScenarioMIP,ssp585,,mon,2080,2100,ScenarioMIP,ssp585,False,True,True,True,True,True,False,
57,"In the future, present all the potential sites where wheat could be grown.","clt, pr, etc",,2015,,ScenarioMIP,,pr,,1960,1970,ScenarioMIP,,False,True,False,False,True,True,True,
71,Could you tell me the average SPEI for the SSP585 scenario spanning 2080 to 2100?,"tas, pr",mon,2080,2100,ScenarioMIP,ssp585,,mon,2080,2100,ScenarioMIP,ssp585,False,True,True,True,True,True,False,
70,What is the mean SPEI for the SSP585 scenario during the years 2080 to 2100?,"tas, pr",mon,2080,2100,ScenarioMIP,ssp585,,mon,2080,2100,ScenarioMIP,ssp585,False,True,True,True,True,True,False,
73,What fire weather indices can be derived from CMIP6 output? What will they all look like in 2100?,"tas, hur, sfcWind, sfcWindmax",mon/day,2100,2100,ScenarioMIP,,pr,,2100,2100,ScenarioMIP,ssp585,False,False,True,True,True,False,True,
76,Which fire weather indices can be obtained from CMIP6 output? How will they all manifest in 2100?,"tas, hur, sfcWind, sfcWindmax",mon/day,2100,2100,ScenarioMIP,,,,1960,1970,ScenarioMIP,,False,False,False,False,True,True,False,
72,Which fire weather indices can be calculated using CMIP6 output? How do all of them look like in 2100?,"tas, hur, sfcWind, sfcWindmax",mon/day,2100,2100,ScenarioMIP,,pr,,2100,2100,ScenarioMIP,ssp585,False,False,True,True,True,False,True,
77,What fire weather indices can be calculated with CMIP6 output? What will their conditions be in 2100?,"tas, hur, sfcWind, sfcWindmax",mon/day,2100,2100,ScenarioMIP,,pr,,2100,2100,ScenarioMIP,ssp585,False,False,True,True,True,False,True,
74,Which fire weather indices can be computed using CMIP6 data? How will they appear in 2100?,"tas, hur, sfcWind, sfcWindmax",mon/day,2100,2100,ScenarioMIP,,pr,,1960,1970,ScenarioMIP,ssp119,False,False,False,False,True,False,True,
75,What fire weather indices can be determined from CMIP6 output? What will their state be in 2100?,"tas, hur, sfcWind, sfcWindmax",mon/day,2100,2100,ScenarioMIP,,pr,,2100,2100,ScenarioMIP,ssp585,False,False,True,True,True,False,True,
78,Show me the expected average winter ice coverage for Lake Ontario is 2050?,"sblIs, sftgif",mon,2015,2050,ScenarioMIP,,,mon,2050,2050,ScenarioMIP,ssp245,False,True,False,True,True,False,False,
79,What is the projected average winter ice coverage for Lake Ontario in 2050?,"sblIs, sftgif",mon,2015,2050,ScenarioMIP,,,mon,2050,2050,ScenarioMIP,ssp245,False,True,False,True,True,False,False,
80,Can you provide the anticipated average winter ice coverage for Lake Ontario in 2050?,"sblIs, sftgif",mon,2015,2050,ScenarioMIP,,,mon,2050,2050,ScenarioMIP,ssp245,False,True,False,True,True,False,False,
82,Could you tell me the estimated average winter ice coverage for Lake Ontario in 2050?,"sblIs, sftgif",mon,2015,2050,ScenarioMIP,,,mon,2050,2050,ScenarioMIP,ssp245,False,True,False,True,True,False,False,
81,What is the forecasted average winter ice coverage for Lake Ontario by 2050?,"sblIs, sftgif",mon,2015,2050,ScenarioMIP,,,mon,1850,1900,ScenarioMIP,ssp245,False,True,False,False,True,False,False,
84,Make a plot the change in sea surface temperature from 2020 to 2050?,tos,mon,2020,2050,ScenarioMIP,,tos,mon,2020,2050,ScenarioMIP,ssp245,True,True,True,True,True,False,True,
83,What is the predicted average winter ice coverage for Lake Ontario in 2050?,"sblIs, sftgif",mon,2015,2050,ScenarioMIP,,,mon,2050,2050,ScenarioMIP,ssp245,False,True,False,True,True,False,False,
85,Create a graph showing the variation in sea surface temperature from 2020 to 2050.,tos,mon,2020,2050,ScenarioMIP,,tos,mon,2020,2050,ScenarioMIP,ssp119,True,True,True,True,True,False,True,
86,Chart the changes in sea surface temperature between 2020 and 2050.,tos,mon,2020,2050,ScenarioMIP,,tos,mon,2020,2050,ScenarioMIP,ssp119,True,True,True,True,True,False,True,
88,Graph the alterations in sea surface temperature from 2020 to 2050.,tos,mon,2020,2050,ScenarioMIP,,tos,mon,2020,2050,ScenarioMIP,ssp119,True,True,True,True,True,False,True,
89,Illustrate the sea surface temperature changes from 2020 to 2050.,tos,mon,2020,2050,ScenarioMIP,,tos,mon,2020,2050,ScenarioMIP,ssp126,True,True,True,True,True,False,True,
90,What variable should I use for dry deposition of ozone?,dryo3,,,,,,,,1960,1970,,,False,True,False,False,True,True,False,
91,Which variable should I use for ozone dry deposition?,dryo3,,,,,,,,1960,1970,,,False,True,False,False,True,True,False,
87,Plot the sea surface temperature fluctuations from 2020 through 2050.,tos,mon,2020,2050,ScenarioMIP,,tos,mon,2020,2050,ScenarioMIP,ssp119,True,True,True,True,True,False,True,
92,What is the appropriate variable for dry deposition of ozone?,dryo3,,,,,,,,1960,1970,,,False,True,False,False,True,True,False,
94,What variable is needed for the dry deposition of ozone?,dryo3,,,,,,,,1960,1970,,,False,True,False,False,True,True,False,
93,Which variable is suitable for the dry deposition of ozone?,dryo3,,,,,,,,1960,1970,,,False,True,False,False,True,True,False,
95,Which variable should be selected for ozone's dry deposition?,dryo3,,,,,,,,1960,1970,,,False,True,False,False,True,True,False,
96,Plot a timeseries of global temperature until 2100 using a moderate CO2 emissions scenario,tas,mon,2100,2100,ScenarioMIP,ssp245,tas,mon,1850,1900,ScenarioMIP,ssp245,True,True,False,False,True,True,True,
98,Generate a timeseries chart of global temperature trends through 2100 using a moderate CO2 emissions scenario,tas,mon,2100,2100,ScenarioMIP,ssp245,ts,mon,1850,1900,ScenarioMIP,ssp245,False,True,False,False,True,True,True,
97,Create a timeseries graph of global temperature projections up to 2100 under a moderate CO2 emissions scenario,tas,mon,2100,2100,ScenarioMIP,ssp245,,mon,1960,1970,ScenarioMIP,ssp245,False,True,False,False,True,True,False,
99,Produce a timeseries plot of global temperature changes until 2100 based on a moderate CO2 emissions scenario,tas,mon,2100,2100,ScenarioMIP,ssp245,ts,mon,2025,2100,ScenarioMIP,ssp245,False,True,False,True,True,True,True,
100,Develop a timeseries visualization of global temperature forecasts up to 2100 with a moderate CO2 emissions scenario,tas,mon,2100,2100,ScenarioMIP,ssp245,ts,mon,1850,1900,ScenarioMIP,ssp245,False,True,False,False,True,True,True,
102,How much as CO2 increased in the past 50 years?,co2,mon,1974,1974,CMIP,historical,,,1975,2025,,historical,False,False,False,False,False,True,False,
103,What has been the increase in CO2 levels over the past 50 years?,co2,mon,1974,1974,CMIP,historical,,,1975,2025,,historical,False,False,False,False,False,True,False,
104,By how much has CO2 risen in the last 50 years?,co2,mon,1974,1974,CMIP,historical,,,1975,2025,,historical,False,False,False,False,False,True,False,
101,Construct a timeseries diagram of global temperature predictions until 2100 using a moderate CO2 emissions scenario,tas,mon,2100,2100,ScenarioMIP,ssp245,tas,mon,1850,1900,ScenarioMIP,ssp245,True,True,False,False,True,True,True,
107,How much has the CO2 concentration grown in the past 50 years?,co2,mon,1974,1974,CMIP,historical,,mon,1975,2025,,historical,False,True,False,False,False,True,False,
105,How much have CO2 levels gone up in the past 50 years?,co2,mon,1974,1974,CMIP,historical,,,1975,2025,,historical,False,False,False,False,False,True,False,
106,What is the amount of CO2 increase in the last 50 years?,co2,mon,1974,1974,CMIP,historical,,,1975,2025,,historical,False,False,False,False,False,True,False,
109,What is the projected increase in CO2 over the next 50 years under SSP245?,co2,mon,2074,2074,ScenarioMIP,ssp245,,,2025,2075,ScenarioMIP,ssp245,False,False,False,False,True,True,False,
108,"Under SSP245, how much is CO2 expected to increase in the next 50 years?",co2,mon,2074,2074,ScenarioMIP,ssp245,,,2025,2075,ScenarioMIP,ssp245,False,False,False,False,True,True,False,
111,"According to SSP245, what is the expected CO2 increase over the next 50 years?",co2,mon,2074,2074,ScenarioMIP,ssp245,,,2025,2075,ScenarioMIP,ssp245,False,False,False,False,True,True,False,
112,"In the next 50 years, how much CO2 is forecasted to grow under SSP245?",co2,mon,2074,2074,ScenarioMIP,ssp245,,,2025,2075,ScenarioMIP,ssp245,False,False,False,False,True,True,False,
114,Create a timeseries plot of global sea level rise going up to 2075,"zos, zostoga",mon,2075,205,ScenarioMIP,,psl,mon,1960,1970,ScenarioMIP,ssp119,False,True,False,False,True,False,True,
110,How much is CO2 anticipated to rise in the next 50 years according to SSP245?,co2,mon,2074,2074,ScenarioMIP,ssp245,,,2025,2075,ScenarioMIP,ssp245,False,False,False,False,True,True,False,
116,Produce a timeseries chart of global sea level rise through 2075,"zos, zostoga",mon,2075,205,ScenarioMIP,,psl,mon,2025,2075,ScenarioMIP,ssp585,False,True,False,False,True,False,True,
115,Generate a timeseries graph of global sea level rise extending to 2075,"zos, zostoga",mon,2075,205,ScenarioMIP,,psl,mon,1850,2019,ScenarioMIP,ssp585,False,True,False,False,True,False,True,
113,What is the estimated CO2 rise in the next 50 years under SSP245?,co2,mon,2074,2074,ScenarioMIP,ssp245,,mon,2025,2075,ScenarioMIP,ssp245,False,True,False,False,True,True,False,
118,Construct a timeseries diagram of global sea level rise reaching 2075,"zos, zostoga",mon,2075,205,ScenarioMIP,,psl,mon,1850,1900,ScenarioMIP,ssp585,False,True,False,False,True,False,True,
117,Develop a timeseries plot showing global sea level rise up to the year 2075,"zos, zostoga",mon,2075,205,ScenarioMIP,,psl,mon,1960,1970,ScenarioMIP,ssp585,False,True,False,False,True,False,True,
119,Make a timeseries visualization of global sea level rise until 2075,"zos, zostoga",mon,2075,205,ScenarioMIP,,psl,mon,1850,2019,ScenarioMIP,ssp585,False,True,False,False,True,False,True,
121,What has been the average global temperature from 1850 to 1900?,tas,mon,1850,1900,CMIP,historical,ta,mon,1850,1900,CMIP,piControl,False,True,True,True,True,False,True,
120,What is the historical average global temperature from 1850 to 1900?,tas,mon,1850,1900,CMIP,historical,ta,mon,1850,1900,CMIP,historical,False,True,True,True,True,True,True,
123,What is the average global temperature recorded from 1850 to 1900?,tas,mon,1850,1900,CMIP,historical,ta,mon,1850,1900,CMIP,piControl,False,True,True,True,True,False,True,
122,What was the global average temperature between 1850 and 1900?,tas,mon,1850,1900,CMIP,historical,ta,mon,1850,1900,CMIP,piControl,False,True,True,True,True,False,True,
124,What is the mean global temperature for the period from 1850 to 1900?,tas,mon,1850,1900,CMIP,historical,ts,mon,1850,1900,CMIP,piControl,False,True,True,True,True,False,True,
128,What is the increase in global sea level from 1900 to 2000?,"zos, zostoga",mon,1900,2000,CMIP,historical,psl,mon,1900,2000,CMIP,historical,False,True,True,True,True,True,True,
126,How has sea level risen globally from 1900 to 2000?,"zos, zostoga",mon,1900,2000,CMIP,historical,psl,mon,1900,2000,CMIP,historical,False,True,True,True,True,True,True,
125,What was the historical average temperature globally from 1850 to 1900?,tas,mon,1850,1900,CMIP,historical,ta,mon,1850,1900,CMIP,historical,False,True,True,True,True,True,True,
129,How much has the global sea level increased from 1900 to 2000?,"zos, zostoga",mon,1900,2000,CMIP,historical,psl,mon,1900,2000,,historical,False,True,True,True,False,True,True,
130,What changes have occurred in global sea level from 1900 to 2000?,"zos, zostoga",mon,1900,2000,CMIP,historical,psl,mon,1900,2000,CMIP,historical,False,True,True,True,True,True,True,
131,How much has the sea level risen worldwide from 1900 to 2000?,"zos, zostoga",mon,1900,2000,CMIP,historical,psl,mon,1900,2000,CMIP,historical,False,True,True,True,True,True,True,
132,What is the projected sea ice extent in the Arctic under SSP585 for 2050?,siconc,mon,2050,2050,ScenarioMIP,ssp245,,mon,2050,2050,ScenarioMIP,ssp585,False,True,True,True,True,False,False,
127,What has been the global rise in sea level from 1900 to 2000?,"zos, zostoga",mon,1900,2000,CMIP,historical,psl,mon,1900,2000,CMIP,historical,False,True,True,True,True,True,True,
135,What is the expected sea ice extent in the Arctic in 2050 under SSP585?,siconc,mon,2050,2050,ScenarioMIP,ssp245,,,2050,2050,ScenarioMIP,ssp585,False,False,True,True,True,False,False,
134,What is the anticipated sea ice extent in the Arctic by 2050 according to SSP585?,siconc,mon,2050,2050,ScenarioMIP,ssp245,,mon,1850,1900,ScenarioMIP,ssp585,False,True,False,False,True,False,False,
133,What is the forecasted sea ice extent in the Arctic for 2050 under SSP585?,siconc,mon,2050,2050,ScenarioMIP,ssp245,,mon,2050,2050,ScenarioMIP,ssp585,False,True,True,True,True,False,False,
137,What is the estimated sea ice extent in the Arctic for 2050 under the SSP585 scenario?,siconc,mon,2050,2050,ScenarioMIP,ssp245,,mon,2050,2050,ScenarioMIP,ssp585,False,True,True,True,True,False,False,
140,Chart the shifts in ocean pH levels from 1950 to 2100 under the SSP370 scenario.,ph,mon,1950,2100,ScenarioMIP,ssp370,,mon,1950,2100,ScenarioMIP,ssp370,False,True,True,True,True,True,False,
136,What is the predicted sea ice extent in the Arctic for the year 2050 under SSP585?,siconc,mon,2050,2050,ScenarioMIP,ssp245,,mon,2050,2050,ScenarioMIP,ssp585,False,True,True,True,True,False,False,
141,Display the trends in ocean pH levels from 1950 to 2100 based on SSP370.,ph,mon,1950,2100,ScenarioMIP,ssp370,,mon,1950,2100,ScenarioMIP,ssp370,False,True,True,True,True,True,False,
139,Graph the variations in ocean pH levels from 1950 to 2100 according to SSP370.,ph,mon,1950,2100,ScenarioMIP,ssp370,,mon,1950,2100,ScenarioMIP,ssp370,False,True,True,True,True,True,False,
142,Illustrate the fluctuations in ocean pH levels from 1950 to 2100 using SSP370 data.,ph,mon,1950,2100,ScenarioMIP,ssp370,,mon,1950,2100,ScenarioMIP,ssp370,False,True,True,True,True,True,False,
138,Plot the changes in ocean pH levels from 1950 to 2100 under SSP370,ph,mon,1950,2100,ScenarioMIP,ssp370,psl,mon,1950,2100,ScenarioMIP,ssp370,False,True,True,True,True,True,True,
145,What changes have occurred in global mean precipitation between 1880 and 2010?,pr,mon,1880,2010,CMIP,historical,pr,mon,1880,2010,CMIP,historical,True,True,True,True,True,True,True,
146,How did global mean precipitation vary from 1880 to 2010?,pr,mon,1880,2010,CMIP,historical,pr,mon,1880,2010,CMIP,historical,True,True,True,True,True,True,True,
147,What has been the trend in global mean precipitation from 1880 to 2010?,pr,mon,1880,2010,CMIP,historical,pr,mon,1880,2010,CMIP,historical,True,True,True,True,True,True,True,
144,How has global mean precipitation changed from 1880 to 2010,pr,mon,1880,2010,CMIP,historical,pr,mon,1880,2010,CMIP,historical,True,True,True,True,True,True,True,
143,Map the alterations in ocean pH levels from 1950 to 2100 following SSP370.,ph,mon,1950,2100,ScenarioMIP,ssp370,,mon,1950,2100,ScenarioMIP,ssp370,False,True,True,True,True,True,False,
148,In what ways has global mean precipitation shifted from 1880 to 2010?,pr,mon,1880,2010,CMIP,historical,pr,mon,1880,2010,CMIP,historical,True,True,True,True,True,True,True,
149,How has the global mean precipitation evolved from 1880 to 2010?,pr,mon,1880,2010,CMIP,historical,pr,mon,1880,2010,CMIP,historical,True,True,True,True,True,True,True,
150,Plot the projected surface temperature anomaly for North America under SSP370 in 2100,tas,mon,2100,2100,ScenarioMIP,ssp370,ts,mon,2100,2100,ScenarioMIP,ssp370,False,True,True,True,True,True,True,
151,Create a graph of the projected surface temperature anomaly for North America under SSP370 in the year 2100,tas,mon,2100,2100,ScenarioMIP,ssp370,ts,mon,2100,2100,ScenarioMIP,ssp370,False,True,True,True,True,True,True,
152,Chart the anticipated surface temperature anomaly for North America in 2100 according to SSP370,tas,mon,2100,2100,ScenarioMIP,ssp370,ts,mon,2100,2100,ScenarioMIP,ssp370,False,True,True,True,True,True,True,
153,Visualize the forecasted surface temperature anomaly for North America under SSP370 for the year 2100,tas,mon,2100,2100,ScenarioMIP,ssp370,ts,mon,2100,2100,ScenarioMIP,ssp370,False,True,True,True,True,True,True,
156,Plot the change in ocean heat content from 1960 to 2000,oncheat,mon,1960,2100,CMIP,historical,,mon,1960,2000,CMIP,historical,False,True,True,False,True,True,False,
155,Plot the predicted surface temperature anomaly for North America in the year 2100 under SSP370,tas,mon,2100,2100,ScenarioMIP,ssp370,tos,mon,2100,2100,ScenarioMIP,ssp370,False,True,True,True,True,True,True,
