query_id,query,expected_scenario,expected_variable,expected_year_range,expected_file_path,predicted_scenario,predicted_variable,predicted_year_range,predicted_file_path,scenario_match,variable_match,year_range_match,file_path_match,success,error
22,Kindly provide me with the near-surface air temperature data corresponding to the ssp119 CO2 emissions scenario for the period 210101-215012.,ssp119,tas,210101-215012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_210101-215012.nc,ssp119,tas,210101-215012,,True,True,True,False,True,
24,Could you please display the near-surface air temperature data for the ssp119 CO2 emissions scenario as it pertains to the time frame from 210101 to 215012?,ssp119,tas,210101-215012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_210101-215012.nc,ssp119,tas,210101-215012,,True,True,True,False,True,
25,I'm seeking the near-surface air temperature data pertaining to the ssp119 CO2 emissions scenario covering the period 210101-215012.,ssp119,tas,210101-215012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_210101-215012.nc,ssp119,tas,210101-215012,,True,True,True,False,True,
26,I am requesting the near-surface air temperature data for the scenario involving ssp119 CO2 emissions for the duration 210101-215012.,ssp119,tas,210101-215012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_210101-215012.nc,ssp119,tas,210101-215012,,True,True,True,False,True,
28,Provide me with the near-surface air temperature data for the ssp119 CO2 emissions scenario from 210101 to 215012.,ssp119,tas,210101-215012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_210101-215012.nc,ssp119,tas,210101-215012,,True,True,True,False,True,
27,Show me the near-surface air temperature data related to the CO2 emissions scenario ssp119 for the timeframe from 210101 to 215012.,ssp119,tas,210101-215012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_210101-215012.nc,ssp119,tas,210101-215012,,True,True,True,False,True,
29,I'd like to see the near-surface air temperature data for the ssp119 CO2 emissions scenario over the period 210101-215012.,ssp119,tas,210101-215012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_210101-215012.nc,ssp119,tas,210101-215012,,True,True,True,False,True,
30,Show me near-surface air temperature data for a ssp119 CO2 emissions scenario for 215101-220012,ssp119,tas,215101-220012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_215101-220012.nc,ssp119,tas,215101-220012,,True,True,True,False,True,
31,Can you provide me with the near-surface air temperature data corresponding to the ssp119 CO2 emissions scenario between 215101 and 220012?,ssp119,tas,215101-220012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_215101-220012.nc,ssp119,tas,215101-220012,,True,True,True,False,True,
32,I would like to see the near-surface air temperature data related to the ssp119 CO2 emissions scenario for the time period 215101-220012.,ssp119,tas,215101-220012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_215101-220012.nc,ssp119,tas,215101-220012,,True,True,True,False,True,
34,I am interested in examining the near-surface air temperature data for the ssp119 CO2 emissions scenario during the period 215101-220012.,ssp119,tas,215101-220012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_215101-220012.nc,ssp119,tas,215101-220012,,True,True,True,False,True,
35,Kindly display the near-surface air temperature data associated with the ssp119 CO2 emissions scenario covering the years 215101 to 220012.,ssp119,tas,215101-220012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_215101-220012.nc,ssp119,tas,215101-220012,,True,True,True,False,True,
36,I need to review the near-surface air temperature data linked to the ssp119 CO2 emissions scenario for the timeframe 215101-220012.,ssp119,tas,215101-220012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_215101-220012.nc,ssp119,tas,215101-220012,,True,True,True,False,True,
37,"Could you present the near-surface air temperature data for the ssp119 CO2 emissions scenario, specifically for the years 215101-220012?",ssp119,tas,215101-220012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_215101-220012.nc,ssp119,tas,215101-220012,,True,True,True,False,True,
33,Please show me the near-surface air temperature data for the ssp119 CO2 emissions scenario from 215101 to 220012.,ssp119,tas,215101-220012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_215101-220012.nc,ssp119,tas,215101-220012,,True,True,True,False,True,
38,I would appreciate it if you could show me the near-surface air temperature data for the ssp119 CO2 emissions scenario and the period 215101-220012.,ssp119,tas,215101-220012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_215101-220012.nc,ssp119,tas,215101-220012,,True,True,True,False,True,
39,Show me the near-surface air temperature data regarding the ssp119 CO2 emissions scenario and its projections for the time span 215101 to 220012.,ssp119,tas,215101-220012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_215101-220012.nc,ssp119,tas,215101-220012,,True,True,True,False,True,
40,Show me near-surface air temperature data for a ssp119 CO2 emissions scenario for 220101-225012,ssp119,tas,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_220101-225012.nc,ssp119,tas,220101-225012,,True,True,True,False,True,
41,"I would like to see the near-surface air temperature data related to the ssp119 CO2 emissions scenario between 220101 and 225012, please.",ssp119,tas,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_220101-225012.nc,ssp119,tas,220101-225012,,True,True,True,False,True,
42,Could you provide me with the near-surface air temperature data corresponding to the ssp119 CO2 emissions scenario spanning from 220101 to 225012?,ssp119,tas,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_220101-225012.nc,"ERROR: HTTPConnectionPool(host='192.168.112.130', port=80): Max retries exceeded with url: /api/v1/run/b28b3af9-2779-4d13-a86a-e7235ce95b00?stream=false (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001C872D51E80>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))",,,,False,False,False,False,False,"HTTPConnectionPool(host='192.168.112.130', port=80): Max retries exceeded with url: /api/v1/run/b28b3af9-2779-4d13-a86a-e7235ce95b00?stream=false (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001C872D51E80>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))"
43,Please show me the near-surface air temperature data for the ssp119 CO2 emissions scenario covering the period of 220101 to 225012.,ssp119,tas,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_220101-225012.nc,"ERROR: HTTPConnectionPool(host='192.168.112.130', port=80): Max retries exceeded with url: /api/v1/run/b28b3af9-2779-4d13-a86a-e7235ce95b00?stream=false (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001C872CD9E20>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))",,,,False,False,False,False,False,"HTTPConnectionPool(host='192.168.112.130', port=80): Max retries exceeded with url: /api/v1/run/b28b3af9-2779-4d13-a86a-e7235ce95b00?stream=false (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001C872CD9E20>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))"
47,I am requesting the near-surface air temperature data for the 220101-225012 period under the ssp119 CO2 emissions scenario.,ssp119,tas,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_220101-225012.nc,ssp119,tas,220101-225012,,True,True,True,False,True,
45,Kindly display the near-surface air temperature data for the ssp119 CO2 emissions scenario during the interval 220101-225012.,ssp119,tas,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_220101-225012.nc,ssp119,tas,220101-225012,,True,True,True,False,True,
44,I am interested in examining the near-surface air temperature data associated with the ssp119 CO2 emissions scenario for the time frame 220101-225012.,ssp119,tas,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_220101-225012.nc,ssp119,tas,220101-225012,,True,True,True,False,True,
46,"Show me the near-surface air temperature data pertaining to the ssp119 CO2 emissions scenario from 220101 to 225012, if possible.",ssp119,tas,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_220101-225012.nc,ssp119,tas,220101-225012,,True,True,True,False,True,
51,Display the near-surface air temperature information corresponding to the ssp119 emissions scenario with CO2 for the time frame between 225101 to 230012.,ssp119,tas,225101-230012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_225101-230012.nc,ssp119,tas,225101-230012,,True,True,True,False,True,
48,Could you please present the near-surface air temperature data for the ssp119 CO2 emissions scenario spanning the years 220101 to 225012?,ssp119,tas,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_220101-225012.nc,ssp119,tas,220101-225012,,True,True,True,False,True,
49,I am looking for the near-surface air temperature data corresponding to the ssp119 CO2 emissions scenario and covering the time range of 220101-225012.,ssp119,tas,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_220101-225012.nc,ssp119,tas,220101-225012,,True,True,True,False,True,
50,Show me near-surface air temperature data for a ssp119 CO2 emissions scenario for 225101-230012,ssp119,tas,225101-230012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_225101-230012.nc,ssp119,tas,225101-230012,,True,True,True,False,True,
53,I request the near-surface air temperature data pertaining to the ssp119 CO2 emissions scenario covering the period of 225101 through 230012.,ssp119,tas,225101-230012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_225101-230012.nc,ssp119,tas,225101-230012,,True,True,True,False,True,
54,Show me the near-surface air temperature data concerning the ssp119 CO2 emissions scenario spanning from 225101 to 230012.,ssp119,tas,225101-230012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_225101-230012.nc,ssp119,tas,225101-230012,,True,True,True,False,True,
52,Share the near-surface air temperature data associated with the ssp119 CO2 emissions scenario from 225101 to 230012.,ssp119,tas,225101-230012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_225101-230012.nc,ssp119,tas,225101-230012,,True,True,True,False,True,
55,Could you provide me with the near-surface air temperature readings for the ssp119 CO2 emissions scenario during 225101-230012?,ssp119,tas,225101-230012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_225101-230012.nc,ssp119,tas,225101-230012,,True,True,True,False,True,
56,I am interested in viewing the near-surface air temperature data related to the ssp119 CO2 emissions scenario for the period 225101 to 230012.,ssp119,tas,225101-230012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_225101-230012.nc,ssp119,tas,225101-230012,,True,True,True,False,True,
57,Kindly present the near-surface air temperature data for the ssp119 CO2 emissions scenario representing the timeframe 225101-230012.,ssp119,tas,225101-230012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_225101-230012.nc,ssp119,tas,225101-230012,,True,True,True,False,True,
58,Display the near-surface air temperature records linked to the ssp119 CO2 emissions scenario for the period 225101-230012.,ssp119,tas,225101-230012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_225101-230012.nc,ssp119,tas,225101-230012,,True,True,True,False,True,
59,I would like to see the near-surface air temperature data for the ssp119 CO2 emissions scenario throughout the time period of 225101-230012.,ssp119,tas,225101-230012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_225101-230012.nc,ssp119,tas,225101-230012,,True,True,True,False,True,
60,Show me near-surface air temperature data for a ssp119 CO2 emissions scenario for 230101-235012,ssp119,tas,230101-235012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_230101-235012.nc,ssp119,tas,230101-235012,,True,True,True,False,True,
61,I would like to view the near-surface air temperature data corresponding to the ssp119 CO2 emissions scenario between 230101 and 235012.,ssp119,tas,230101-235012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_230101-235012.nc,ssp119,tas,230101-235012,,True,True,True,False,True,
62,Please provide me with the near-surface air temperature data related to the ssp119 CO2 emissions scenario for the time frame 230101 to 235012.,ssp119,tas,230101-235012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_230101-235012.nc,ssp119,tas,230101-235012,,True,True,True,False,True,
63,Display the near-surface air temperature data associated with the ssp119 CO2 emissions scenario spanning from 230101 to 235012.,ssp119,tas,230101-235012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_230101-235012.nc,ssp119,tas,230101-235012,,True,True,True,False,True,
64,I am interested in examining the near-surface air temperature data for the ssp119 CO2 emissions scenario projected for the period 230101 to 235012.,ssp119,tas,230101-235012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_230101-235012.nc,ssp119,tas,230101-235012,,True,True,True,False,True,
